검사분류코드,검사분류명,검사항목코드,검사항목명,참고치,단위,기본검체,검체용기 이미지,검체용기,주의사항,시행일,접수마감시간,보고소요시간,검사방법,검사의의,비고,동의어,오더가능여부,시행여부
L25,분자유전학,L25441,"GNE-Related Myopathy, GNE sequencing",Negative,,EDTA blood 6 mL,이미지,,"1일내 실온 보관 및 운송, 유전자검사 동의서",월-토,"월-금(오후5시),토(오후12시30분)",8주(추가검사 필요시 10주),"PCR, Sequencing","1. 유전자: GNE [GNE glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase; 9p13.3.; GeneID 10020] 2. 분자진단검사: 상기 유전자의 exons 1-12의 5'UTR과 coding region 및 그 flanking region의 염기서열을 검사함. 3. 관련 질환: GNE-related myopathy 4. 배경, 의의:GNE-related myopathy는 10대 후반 또는 성인기 초반에 보행장애 및 발처짐으로 발병하여 서서히 진행하는 원위부 근육 약화를 특징으로 한다. 근육 약화는 손과 대퇴부까지 나타나나,병기가 진행한 경우에도 대개 대퇴사두근은 보존된다. 이환된 경우 대개 20대에는 휠체어로 거동하게 되며, 대퇴사두근이 침범된 경우 보행장애는 더 일찍 나타난다.",[2013.5.6]신규검사등록,,예,시행중
L30,일반화학(1),L3014,GOT (AST),0 - 40,IU/L,SST blood,이미지,SST blood 5mL,용혈 시 증가,(본원) 매일,매일,월-금,(본원) 24시간 검사 가능,24시간 검사 가능,월-금 : 17시까지 접수,(본원) 접수 후 2시간 이내,접수 후 2시간 이내,접수마감시간 이내 검체 : 당일 2시간 이내 / 접수마감시간 이후 검체 : 익일 결과 보고
L30,일반화학(1),L3026,GOT/GPT Panel,각 항목 참조,각 항목 참조,SST blood,이미지,SST blood 5ml,,(본원) 매일,매일,월-금,(본원) 24시간 검사 가능,24시간 검사 가능,월-금 : 17시까지 접수,(본원) 접수 후 2시간 이내,접수 후 2시간 이내,접수마감시간 이내 검체 : 당일 2시간 이내 / 접수마감시간 이후 검체 : 익일 결과 보고
L30,일반화학(1),L3015,GPT (ALT),0 - 40,IU/L,SST blood,이미지,SST blood 5mL,용혈 시 증가,(본원) 매일,매일,월-금,(본원) 24시간 검사 가능,24시간 검사 가능,월-금 : 17시까지 접수,(본원) 접수 후 2시간 이내,접수 후 2시간 이내,접수마감시간 이내 검체 : 당일 2시간 이내 / 접수마감시간 이후 검체 : 익일 결과 보고
L40,일반미생물,L4002,Gram stain,,,모든 미생물검체 가능 *검체거절기준 : 깨진 slide 에 도말된경우,이미지,,"배양과 함께 의뢰하는 경우 면봉이 하나만 있으면 그람염색을 할 수 없음. 카테터 tip, 증균하는 검체는 그람염색을 실시하지 않음.",월-금 / 토-일,오후 7시 / 오후3시,1일 / 1~2일,Gram stain,각종 감염증의 진단,"수술장 검체로 1시간 내 결과보고 [L4041] Gram stain, Surgery 오더 사용.","그람 염색, 그람염색, 염색, 그람, 박테리아, 세균, 진균, 곰팡이, 항산균",예,시행중
L40,일반미생물,L4011,"Gram stain, BAL Quantitative culture",,,"BAL *검체거절기준 :BAL검체 아니면 거절. ETA, TTA검체 거절",이미지,Conicaltube 15mL,정량배양이 아닌 BAL 검체는 호흡기검체배양으로 오더.,월-금 / 토-일,오후 7시 / 오후3시,3~5일 / 3~5일,정량배양,각종 감염증의 진단,significant bacteria가 1000CFU/mL 이상일때 동정 및 항생제검사실시,"Bronchoalverolar, lavage, 정량, 기관지, 폐포, 세척액",예,시행중
L40,일반미생물,L4009,"Gram stain, Body fluid culture",,,"CSF, Ascitic, Pleural 등 체액검체",이미지,"Conicaltube 15mL, 멸균용기","세균 배양용 CSF는 즉시 검사실 운송. 또는 25℃ 배양기, 실온에 보관. 냉장보관하지 말것.",월-금 / 토-일,오후 7시 / 오후3시,3~5일 / 3~5일,배양법,각종 감염증의 진단,CSF는 검체종류를 꼭 CSF로 표기.,"그람염색, 그램염색, 그람, 염색, 배양, 체액, 뇌척수, 복수, 흉수, 관절액, 동정, identification, 세균, 진균, 항산균",예,시행중
L40,일반미생물,L4006,"Gram stain, Gastrointestinal specimen culture",,,"대변, PTBD, Bile/PTBD 등 소화기 검체",이미지,"대변통, Conical tube 15mL, 멸균용기",EHEC 검사는 오더비고에 표기. 콜레라균은 5월~10월까지 검사함. EHEC 의심시 분자유전검사의 EHEC PCR 검사를 우선적으로 의뢰해야 함. C. difficile 배양검사는 별도의 오더 없이 검사가 수행됨.,월-금 / 토-일,오후 7시 / 오후3시,3~5일 / 3~5일,배양법,각종 감염증의 진단,"salmonella,shigella,C.difficile만 배양. 5~10월은 Vibrio 추가배양. EHEC 검사시 오더비고에 반드시 표기.","그람염색, 그램염색, 그람, 염색, 배양, 소화기, 대변, 직장, 동정, identification, 세균, 진균, 항산균",예,시행중
L40,일반미생물,L4007,"Gram stain, Genitourinary specimen culture",,,"소변, Urine/cath, Unine/PCN, Vaginal 등 비뇨기 검체 *검체거절기준 : 멸균되지 않은 용기에 담긴검체",이미지,"Urine cup, Conicaltube 15mL, 수송배지, 멸균용기","Urine, voided와 cath의 여부를 명확히 구분 요망. 실온에 방치하지 말고 냉장보관. Slide에 도말한 Vaginal discharge 나 EPS 검체는 그람염색만 의뢰해야 함.",월-금 / 토-일,오후 7시 / 오후3시,3~5일 / 3~5일,배양법,각종 감염증의 진단,"소변에서 세균이 성인은 10^5/mL, 소아는 10⁴/mL 이상 일때 동정 및 항생제 검사. 소변 cath검체는 성인 10⁴/mL, 소아는 10³/mL 이상 일때 동정 및 항생제 검사. 세균이 3종류 이상 자랄때는 contamination으로 보고. 이 기준외 동정 및 항생제 결과는 consult의뢰.","그람염색, 그램염색, 그람, 염색, 배양, 비뇨기, 소변, 동정, identification, 세균, 진균",예,시행중
L40,일반미생물,L4008,"Gram stain, Others culture",,,"PCD, Drainage, Pus, Wound, Tissue 등 기타 검체",이미지,"Conicaltube 15mL, 수송배지, 멸균용기","호흡기, 소화기, 비뇨생식기, 체액 검체는 이 코드로 의뢰하지 말고, 검체 종류에 맞는 검사코드로 의뢰해야 한다. 단, 검체 종류를 선정할 수 없는 것에 한하여 이 코드를 선택하며, 비고에 반드시 검체종류를 자세히 기록할 것.",월-금 / 토-일,오후 7시 / 오후3시,3~5일 / 3~5일,배양법,각종 감염증의 진단,"CSF검체는 이 오더 사용금지. [L4009] Gram stain, Body fluid culture로 의뢰.","그람염색, 그램염색, 그람, 염색, 배양, 기타, 농, 상처, 수술, 조직, 동정, identification, 세균, 진균, 항산균",예,시행중
L40,일반미생물,L4005,"Gram stain, Respiratory specimen culture",,,"객담, TTA, Endotacheal 등 호흡기 검체 *검체거절기준 : 멸균되지 않은 용기에 담긴검체,virus 운송배지(UTM)에 채취한 검체",이미지,"Conicaltube 50mL, ETA용기, 멸균용기 등",Legionella를 의심하는 경우 비고란에 기록.,월-금 / 토-일,오후 7시 / 오후3시,3~5일 / 3~5일,배양법,각종 감염증의 진단,"객담 받는 방법:기상,양치질 후 첫 객담을 받는것이 가장 좋습니다.","그람염색, 그램염색, 그람, 염색, 배양, 호흡기, 동정, identification, 세균, 진균, 항산균",예,시행중
L40,일반미생물,L4041,"Gram stain, Surgery",,,수술장 조직검체,이미지,"Conicaltube 15mL, 멸균용기",감염이 의심이 되는 조직부위를 1 cm 정도 절제하여 무균적으로 넣어 즉시 검사실로 직접 접수.,월-금 / 토-일,오후 7시 / 오후4시,1시간 / 1시간,Gram stain,수술 부위에 대한 예진. 이 외의 목적으로 인한 오더는 접수 불가,[2011.3.30]신규등록,"수술, 조직, 그람, 염색",예,시행중
L52,"호르몬,종양표지자검사",L5237,Growth hormone (GH),,,SST blood,이미지,SST blood 5mL,,(본원) 월-토,(본원) 월-금 : 16시까지 접수,토요일 : 11시까지 접수,(본원) 접수마감시간 이내 검체 : 당일 2시간 이내,접수마감시간 이후 검체 : 익일 결과 보고,,,"시행처: 자동화검사실 외주전환 (L74909, 2018.06.01)",
L25,분자유전학,L25115,"GSD1a, G6PC sequencing",Negative,,EDTA blood 6 mL,이미지,,"1일내 실온 보관 및 운송, 유전자검사 동의서",월-토,"월-금(오후5시),토(오후12시30분)",8주(추가검사 필요시 10주),"PCR, sequencing",". 유전자: G6PC (glucose-6-phosphatase, catalytic, 17q21) . DNA 검사: 염기서열검사 (전체 exon) . 관련 질환: Glycogen storage disease type 1 (GSD1a) . 배경, 의의: GSD1a의 원인인 G6PC의 돌연변이를 유전자 전체에서 검사함.",,,예,시행중
L25,분자유전학,L25374,GST genotyping,Negative,,"Tumor tissue, Paraffin imbedded slide",이미지,,"1일내 실온 보관 및 운송, 유전자검사 동의서",월-토,"월-금(오후5시),토(오후12시30분)",2주,"Multiplex PCR, PCR, sequencing","1. 유전자: GSTM1, GSTT1, GSTP1 1) GSTM1 [glutathione S-transferase mu 1; 1p13.3; Gene ID 2944] 2) GSTT1 [glutathione S-transferase theta 1; 22q11.23; Gene ID 2952] 3) GSTP1 [glutathione S-transferase pi 1; 11q13; Gene ID 2950] 2. 분자진단검사: GSTM1, GSTT1 유전자의 deletion polymorphism과 GSTP1 유전자의 105번째 codon의 polymorphism을 multiplex PCR, PCR and direct sequencing 법으로 검사함. 3. 관련 질환: Cancer susceptibility, chemotherapy resistance, disease outcomes 4. 배경, 의의: Glutathion S-transferase (GST)는 발암 전구물질의 해독에 관여하는 효소로 4개의 주요한 subfamilies로 구분된다. 이중 GSTM1, GSTT1, GSTP1 유전자의 polymorphism은 흡연과 관련된 여러 종류의 암에 대한 susceptibility, 항암 치료에 대한 resistance, 질병의 예후와 밀접한 관련이 있다. 본 검 사로 GSTM1, GSTT1 유전자의 deletion polymorphism과 GSTP1 유전자의 105번째 codon의 polymorphism을 검사하여 GST genotyping profile을 알 수 있다.",[2011.4.7]신규등록,,예,시행중
L51,혈청검사,L51774,"gx2,IgE(ImmunoCAP)-grass mixture",Negative ( <0.35 Ku/L ),Ku/L,SST blood 4 mL,이미지,SST 5mL,,"화, 금",월~금 : 오후 5시 30분,: 오후 12시 30분,시행일 오전 10시이전 접수검체,6시 보고,FEIA,"혈청내의 우산잔디(Bermuda grass, g2), 호밀풀(Rye grass, g5), 큰조아재비(Timothy grass, g6),왕포아풀(Meadow grass, g8), 시리아수수새(Johnson grass, g10), 바히아그라스(Bahia grass,g17) 꽃가루 혼합항원에 대한 IgE 검사로 Skin test를 시행하기 어려운 경우 (협조가 곤란한 환자, 광범위한 피부질환, 항히스타민제, 삼환계 항우울제 복용 환자, 아낙필락시스 위험이 있는 환자) 해당 검사가 도움이 될 수 있다.",[2012.11.12] 신규등록,
L70,혈액은행검사,L7072,H antigen,,,6 mL 용 EDTA blood,이미지,,채혈즉시 접수,월-금,오후 12:00,1일,시험관법,ABO 혈액형군의 아형 감별에 쓰이며 anti-H lectin을 이용하여 검사한다.,,H 항원검사,예,시행중
L51,혈청검사,L5140,H. pylori IgG Ab,Negative,IU/mL,SST blood 4 mL,이미지,SST 5mL,,월-금,월~금 : 오후 5시 30분,: 오후 12시 30분,오후 1시 접수검체 오후 6시 보고,Carbonyl metallo Immunoassay (CMIA),"H.pylori균은 만성위염의 원인균으로 소화성궤양의 발병 및 재발과 관계가 있고 이들 소화기질환은 H.pylori 감염증에 대한 치료로 호전될 수 있다. H.pylori 감염증을 진단할 수 있는 방법으로 환자의 혈청 에서 IgG 항체를 검사하는 방법이 이용되고 있다. 양성결과가 반드시 gastrointestinal disease를 의미하는 것은 아니며 colonization과 infection을 구별할 수는 없다. 위음성 결과가 노인, 투석환자, 면역억제제를 쓰는 환자에서 나타날 수 있고, 감염 초기의 수 주에서도 나타날 수 있다. 50세 이상에서는 과거 H. pylori 감염에 의한 증상없이 항체가 있을 수 있다. 검사결과는 위염과 연관된 임상증상을 가진 환자에 한하여 의미가 있다. 검사결과 보고: Negative (< 0.90 IU/mL), Indeterminate (0.90-1.09 IU/mL), Positive (≥ 1.10 IU/mL)",[2003.12.18] 참고치변경: 시약변경 Negative (< 12.5 U/mL) -> Negative (< 15 U/mL) Equivocal (12.5-19.9 U/mL) -> Equivocal (15-30 U/mL) Positive (≥20 U/mL) -> Positive (≥ 30 U/mL) ================================================================== [참고,"Helicobater pylori, 헬리코박터 파이롤리",예
L25,분자유전학,L2524,Hantaan virus PCR,Negative,,Serum 3 mL,이미지,,냉장보관,수,시행일 전일,3일,PCR,"발열, 출혈, 신장 병변을 특징으로 하는 한국형 출혈열의 원인 바이러스를 검출",,한탄,예,시행중
L71,외주검사,L7211,Hantan virus Ab (quan)(외주),남 참고치 : Negative~ Negative 여 참고치 : Negative~ Negative,Index,Serum 4 ml,이미지,14. Serum-4.0,냉장,월-금,검사 시행일 전날 오후 3시,3일,IFA,"한국형 출혈열의 원인 바이러스로서 임상 증상은 발열, 출혈, 신장 병변을 특징으로 한다.","녹십자의뢰 외주검사 (☏.578-0131) [2006.3.2] 검사방법 변경: IFA -> HA 녹십자에서 서울대미생물학교실로 재수탁하던 것을 고대안암병원으로 재수탁하게 되어 결과보고 방법 변경 이전: titer 보고 이후: 1:32 배에서 검사 시행하여 결과 보고함 [2007.1.22] 녹십자에서 직접 검사시행 검사방법 변경: HA -> IFA [2007.12.21 접수분] 사유: 건수감소 검사일변경: 매일 -> 화,목,토",,예,시행중
L35,단백면역화학,L3507,Haptoglobin,30 - 180,mg/dL,SST blood,이미지,SST blood 5mL,,(본원) 월-토,(본원) 월-금 : 16시까지 접수,토요일 : 11시까지 접수,(본원) 접수마감시간 이내 검체 : 당일 2시간 이내,접수마감시간 이후 검체 : 익일 결과 보고,기존 Nephelometry에서 Immunoturbidemetry로 변경 (2011.12.21),1) 증가: 급성 반응물질(acute phase reactant)로 여러 가지 염증성 질환에서 증가,"감소: 선천성 무 haptoglobin혈증, 용혈성 빈혈, 급성간염, 중증 간 장애",자동화검사실(TLA연결)로 이관(2011.12.21)
L51,혈청검사,L5161,"HAV Ab IgM(24시간 신속검사,소아진단검사의학과시행)",Negative,,SST blood 3 mL,이미지,,,(소아)매일,24시간 시행,접수후 2시간 이내,CMIA,A형 간염 발병 후 일주일 이내에 IgM형 항체가 증가하고 2~34주에 IgG항체가 증가한다. IgM형 항체는 1~12주 사잉에 소실되는데 IgG항체는 일생동안 지속된다. HAV IgM의 존재에 따라 급성 A형 간염의 진단에 유용하다.,[2009.4.27]소아진단검사의학과 24시간 신속검사시행,,예,시행중
L20,일반혈액,L2003,Hb,"성인19세이상> M 13.0-17.0, F 12.0-16.0 소아> Birth (cord blood):13.5-19.5 1 to 3 days (capillary):14.5-22.5 1 week:13.5-21.5 2 week:12.5-20.5 1 months:13.5-21.5 2 months:9.0-14.0 3 to 6 months:9.5-13.5 0.5 to 2 years:10.5-13.5 3 to 6 years:11.5-13.5 7 to 12 years:11.5-15.5 13 to 18 years m:13.0-16.0 f:12.0-16.0",g/dL,EDTA blood 3 mL,이미지,,,"(본원)매일, (암병원)월~금/토, (소아)매일","(본원)검사24시간가능, (암병원)오후6시/낮12시, (소아)검사24시간가능","(본원)당일, (암병원)접수후 1시간이내/접수후 1시간이내, (소아)당일","본원: Sysmex XN-9000,ADVIA-2120i 암병원: Sysmex XE-2100,DXH-800 소아: XN-2000","↑: 진성적혈구 증다증, 이차성 적혈구 증다증, 폐기종, 심한 운동후, 탈수상태, 고산지역 주민 ↓: 빈혈",,"Hemoglobin (Hb), 헤모글로빈, 혈색소",예,시행중
L71,외주검사,L7324,Hb EP(외주),별지보고서 참조,%,EDTA BLD 4 ml,이미지,20. EDTA 4.0,냉장,금,검사 시행일 전날 오후 3시,5일,EP,"여러가지 혈색소증의 진단에 이용된다. Hb F 증가 : beta-thalassemia, 악성빈혈, PNH Hb F 저하 : 신생아 용혈성 빈혈 Hb A2 증가 : beta-thalassemia, 거대적아구성 빈혈 Hb A3 저하 : 치료되지 않은 철결핍성 빈혈",녹십자의뢰 외주검사 (☏.578-0131),Hemoglobin electrophoresis,예,시행중
L33,당부하검사,L3311,HbA1c,4.0-6.4,%,1EDT,이미지,EDTA3mL,"1) 접수마감 안내 (휴일시행안함) 본원: 월-금: 16시,토: 11시 소아: 24시간 시행 암병원:월-금17시접수분까지 당일보고 2)응고된 검체 검사 불가",월~토,"본원: 월-금: 16시,토: 11시 소아: 24시간 시행 암병원:월-금17시접수분까지 당일보고",1,Immunoturbidometry(특수화학검사실) / HPLC(외래검사실),"당뇨병, 만성 신부전에서 증가하며 용혈성 빈혈, HbS, HbC, HbD가 출현하는 이상 혈색소증에서 감소함",,당화혈색소,예,시행중
L51,혈청검사,L5173,HBcAb(IgG)(진검시행),Nonreactive : <1.0 Reactive : =>1.0,,SST blood 3 mL,이미지,,,월-금,오후4시반,접수후 2시간 이내,CMIA(Chemiluminescent Microparticle Immuno Assay),"혈청내의 HBcIgG는 HBV감염 후 회복에 관계없이 나타나므로 간염에 대한 현재 및 과거력의 증거가 된다. 이 항체는 증세가 나타나기 시작한 직후부터 나타나기 시작하여 일생동안 검출되며 B형 간염의 모든 사람에게서 검출된다. HBs항원과 함께 검출되면 진행성인 감염이 있음을 나타내고, HBsAb와 함께 검출되면 감염되었다가 회복되었음을 나타낸다. HBcIgG만 단독으로 검출되는 경우에는 급성간염의 회복초기이며 , 단순히 HBV감염의 과거력을 의미한다.",[2011.3.25]종양진검 검사시행,,예,시행중
